fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
0.29466402680572396,1.6490295236207235,-0.7740959348359897,-0.6522695596447481,-0.2616929913585612,-0.6366643109316874,-1.1734898529546813,-1.7669505994125512,-1.6894485999999538,-0.9749874405023649,2.319017900330068,1
-0.7304669270451469,-0.39010833099846254,-0.44922944415072186,1.2986273105918096,0.1334659202829643,1.1038634145051112,-0.09224435049749526,0.48259814875975376,-0.042889537203892346,-1.062307153603077,0.09010737021940747,1
-0.27485316977809354,0.6780114976115871,0.11928691454849594,0.02541040580584564,0.7481575606142261,-0.23054117499643442,0.3073463786714648,0.5407171893660311,-0.6356507998104736,-0.18911002259595538,-0.9830717739079463,1
-0.5026600484116197,0.9693169054143281,-1.180179048192574,-0.2826259421262424,-0.34950608283445583,0.059546779243032005,-0.4213190686366388,-0.7789269091058757,-0.8332378873460026,-0.6257085880995162,0.5028685794991592,1
-0.27485316977809354,-0.2930065283975488,0.2005035372198129,0.4566612929107689,-0.042160262668824965,1.1038634145051112,1.0125064889696296,0.6877241744289788,-0.7673755248341586,-0.6257085880995162,-1.1481762576198478,0
0.18076058748896084,-1.1669227518057712,-0.12436295346545448,0.4977328059683808,-0.042160262668824965,0.17558196093881856,-0.25678170956706703,0.6877241744289788,0.08883518781979269,-1.3242662929052134,-1.1481762576198478,0
1.3197949806565958,-0.5843119362002896,0.6878032732477142,1.7914854672831506,-0.08606680840677228,0.5817050968740716,0.6129157598006695,2.226169366948034,0.08883518781979269,1.7319236656197126,-1.6434897087555498,1
-0.27485316977809354,-0.09880292319572144,-0.2867961988080884,-0.8165556118751951,-0.9202911774277703,-1.2168402194106203,0.3778623897012813,-0.3379059539170704,0.6157340879145328,1.1206856739147277,-0.07499711349249266,1
-0.9582738056786742,0.5809096950106739,2.6370022173593197,2.058450302157627,0.0017462830691223506,-0.5206291292359009,0.6364210968106083,1.4056652642712095,-0.3722013497631035,0.07284911670618144,-1.478385225043648,1
-1.2999841236289644,0.7751133002125007,0.038070291877179425,-0.34423321171266,-0.8763846316898232,-0.8107170834753672,-1.4085432230540695,-1.055847043759301,1.406082438056643,-0.3637494487973794,1.0807342724908127,1
0.6363743447560153,-1.1669227518057712,-0.2867961988080884,-0.9192343945192244,0.7920641063521734,-0.05648840245275456,0.683431770830486,-0.8302084155231725,-0.5697884372986325,-0.6257085880995162,0.6954904771630163,1
0.7502777840727783,-1.1669227518057712,0.3629367825624468,1.401306093235839,-0.12997335414471958,2.0611536634953502,0.6129157598006695,1.1184888283342944,-0.3063389872512624,2.867079935928971,-0.15754935534844272,1
-1.1860806843122014,-0.001701120594807742,-0.44922944415072186,-0.34423321171266,-0.08606680840677228,0.9878282328093245,0.4953890747509754,-0.6114073214760244,1.010908262985588,-0.4510691618980917,0.09010737021940747,1
0.29466402680572396,1.0664187080152419,3.6928183120864393,-0.9192343945192244,6.49991505228532,-0.6946819017795807,-1.1029738419248647,-0.5703821163421794,-0.1746142622275774,-0.2764297356966672,-0.07499711349249266,1
1.6615052986068872,-1.1669227518057712,1.1751030092756154,-0.8576271249328068,0.4847182861865425,-0.23054117499643442,-0.9149311458453542,0.17490911025593525,-0.3063389872512624,-0.7130283012002285,-0.24010159720439278,1
-0.9582738056786742,-0.8756173440030305,3.0430853307159036,-0.8986986379904186,4.655840131291534,-1.5069281736500866,-1.9256606372727236,-0.37209362486193487,-0.5039260747867885,-0.2764297356966672,-0.6528628064841445,1
1.0919881020230686,-0.2930065283975488,0.6065866505763973,-0.4469119943566894,-0.1738798998826666,0.11756437009092528,0.28384104166152596,0.5509734906494829,1.076770625497429,-0.3637494487973794,-0.4877583227722444,1
-0.5026600484116197,-0.001701120594807742,0.931453141261665,0.5593400755547983,0.4847182861865425,0.6977402785698581,2.0232359803969993,0.9407129394209913,-0.24047662473941844,0.1601688298068937,-1.2307284994757979,0
-0.27485316977809354,-0.39010833099846254,-0.36801282147940534,-0.7960198553463892,-1.008104268903665,-0.9267522651711538,-1.19699518996462,-1.2951607403733905,0.35228463786716274,-0.3637494487973794,1.5760477236265145,1
